,Player,Eligible,Hall_of_Fame,MVP,Finals_MVP,NBA_Champ,All_NBA,All_Defensive,Def_POY,All_Star,Scoring_Champ,TRB_Champ,AST_Champ,STL_Champ,BLK_Champ,All_ABA,ABA_Champ,ROY,FG_per_game,FGA_per_game,3P_per_game,3PA_per_game,2P_per_game,2PA_per_game,FT_per_game,FTA_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,PTS_per_game,G_totals,GS_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,PTS_totals,Trp_Dbl_totals,PER_advanced,TS%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced
2200,Dave Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.4,0.1,0.3,1.2,3.2,0.9,1.4,0.5,0.6,1.1,0.3,0.2,0.0,3.5,59,0,74,203,.365,3,15,.200,71,188,.378,.372,53,80,.663,27,37,64,17,12,1,204,,7.5,.428,-0.8,0.4,-0.3,-0.032,-5.2,-3.0,-8.2,-0.7
2201,David Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,,-20.0,.000,0.0,0.0,0.0,-0.495,-19.0,-8.7,-27.7,0.0
2202,DeMarco Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,0.0,0.0,0.6,1.8,0.0,0.0,0.6,0.8,1.4,0.0,0.2,0.0,1.2,5,0,3,9,.333,0,0,,3,9,.333,.333,0,0,,3,4,7,0,1,0,6,,0.5,.333,-0.1,0.0,-0.1,-0.091,-9.6,-0.7,-10.3,-0.1
2203,Dennis Johnson,1,1,0,1,3,2,9,0,5,0,0,0,0,0,0,0,0,5.3,11.9,0.1,0.5,5.2,11.5,3.4,4.3,1.3,2.5,3.9,5.0,1.3,0.6,14.1,1100,673,5832,13100,.445,80,464,.172,5752,12636,.455,.448,3791,4754,.797,1459,2790,4249,5499,1477,675,15535,,14.6,.511,39.9,42.7,82.6,.110,0.3,0.4,0.7,24.3
2204,DerMarr Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.4,0.8,2.4,1.4,3.1,0.9,1.1,0.6,1.7,2.2,0.9,0.6,0.4,6.2,344,136,770,1872,.411,274,815,.336,496,1057,.469,.485,307,389,.789,192,577,769,304,198,149,2121,,11.0,.519,1.1,5.3,6.4,.052,-1.5,-0.2,-1.6,0.6
2205,Ed Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,10.0,0.0,0.0,4.7,10.0,2.8,5.0,3.8,6.4,10.2,1.1,,,12.3,166,,787,1661,.474,1,3,.333,786,1658,.474,.474,464,837,.554,626,1062,1688,180,,,2039,,14.0,.502,3.9,4.7,8.5,.084,,,,
2206,Eddie Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,13.6,0.5,1.4,6.0,12.2,2.7,3.2,1.5,2.5,4.0,2.1,0.6,0.2,16.0,1199,479,7727,16361,.472,562,1679,.335,7165,14682,.488,.489,3186,3792,.840,1786,3046,4832,2550,739,180,19202,1,15.9,.533,46.8,18.8,65.6,.097,1.1,-1.8,-0.7,11.0
2207,Eric Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.8,0.0,0.1,0.4,1.6,0.3,0.4,0.2,0.4,0.6,1.3,0.4,0.0,1.1,48,2,20,84,.238,1,6,.167,19,78,.244,.244,13,17,.765,8,20,28,64,17,2,54,,4.6,.295,-0.8,0.4,-0.4,-0.065,-7.3,0.4,-6.9,-0.3
2208,Ervin Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3.3,0.0,0.0,1.6,3.2,0.8,1.3,2.0,4.1,6.1,0.5,0.6,1.3,4.1,845,452,1393,2756,.505,2,10,.200,1391,2746,.507,.506,685,1133,.605,1677,3471,5148,387,471,1087,3473,,12.2,.534,13.0,24.8,37.8,.107,-2.3,1.0,-1.4,2.6
2209,Frank Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,7.4,0.1,0.4,3.2,7.0,1.7,2.2,0.5,1.2,1.7,4.2,1.0,0.1,8.3,596,217,1947,4433,.439,53,243,.218,1894,4190,.452,.445,990,1303,.760,309,716,1025,2476,570,36,4937,,12.7,.493,3.4,13.8,17.2,.064,-1.2,-0.1,-1.3,2.4
2210,George Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,7.9,0.1,0.3,3.6,7.7,1.7,2.2,1.8,3.8,5.6,1.8,0.9,0.6,9.1,464,91,1704,3684,.463,21,111,.189,1683,3573,.471,.465,785,1008,.779,831,1779,2610,817,432,282,4214,,14.0,.510,1.9,12.2,14.1,.068,-1.6,0.1,-1.4,1.4
2211,Gus Johnson,1,1,0,0,0,4,2,0,5,0,0,0,0,0,0,1,0,6.7,15.3,0.1,0.4,6.7,15.3,2.7,3.9,1.7,3.2,12.1,2.5,,,16.2,631,,4258,9682,.440,4,21,.190,4254,9661,.440,.440,1723,2462,.700,85,160,7624,1603,,,10243,2,16.7,.476,11.6,25.2,36.9,.085,,,,
2212,Harold Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,,,,,0.3,0.5,,,,0.4,,,0.6,27,,4,20,.200,,,,,,,,7,14,.500,,,,11,,,15,,,.287,0.1,0.4,0.4,,,,,
2213,Ivan Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.0,0.0,0.2,2.6,4.9,1.2,1.8,1.1,2.8,3.9,0.6,0.8,0.3,6.5,125,5,326,631,.517,3,19,.158,323,612,.528,.519,153,231,.662,141,351,492,78,99,32,808,,15.1,.551,1.1,3.4,4.5,.110,-2.6,0.7,-1.9,0.1
2214,JaJuan Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.4,0.0,0.0,1.5,3.4,0.2,0.3,0.6,1.1,1.6,0.2,0.1,0.4,3.2,36,0,54,121,.446,0,0,,54,121,.446,.446,6,9,.667,20,38,58,6,5,14,114,,11.4,.456,-0.3,0.5,0.2,.032,-3.3,-0.6,-3.9,-0.1
2215,Jalen Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.9,0.1,0.6,0.9,1.3,0.2,0.3,0.1,1.1,1.2,0.1,0.1,0.1,2.4,22,0,22,41,.537,3,13,.231,19,28,.679,.573,5,7,.714,2,24,26,3,3,2,52,,11.3,.590,-0.1,0.1,0.0,.013,-3.9,-1.1,-4.9,-0.1
2216,James Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,6.4,0.5,1.7,2.5,4.8,1.1,1.6,0.8,2.8,3.6,2.1,0.8,0.9,7.7,747,242,2282,4811,.474,378,1251,.302,1904,3560,.535,.514,821,1209,.679,600,2076,2676,1583,569,646,5763,,14.0,.539,7.6,19.8,27.5,.086,-1.0,1.4,0.5,9.5
2217,Joe Johnson,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,6.1,13.9,1.5,4.2,4.6,9.7,2.2,2.7,0.8,3.1,4.0,3.9,0.8,0.2,16.0,1277,1091,7823,17720,.441,1978,5331,.371,5845,12389,.472,.497,2783,3468,.802,1067,3992,5059,5001,1071,260,20407,2,15.4,.530,56.5,26.3,82.9,.090,1.5,-1.1,0.4,26.5
2218,John Johnson,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,5.3,11.8,0.0,0.0,5.3,11.8,2.4,3.0,1.6,3.3,5.5,3.8,0.8,0.4,12.9,869,1,4575,10254,.446,0,1,.000,4575,10253,.446,.446,2050,2633,.779,1021,2121,4778,3285,487,235,11200,7,14.1,.491,14.4,22.7,37.1,.069,-0.2,-0.6,-0.8,5.4
2219,Kannard Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.8,0.0,0.0,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,4,0,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,0,0,0,1,0,2,,-4.6,.333,-0.1,0.0,-0.1,-0.238,-9.3,-0.3,-9.7,0.0
2220,Keldon Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,11.2,1.4,3.7,3.9,7.5,2.2,2.9,1.1,4.6,5.8,1.8,0.7,0.2,14.4,161,142,862,1805,.478,232,602,.385,630,1203,.524,.542,357,474,.753,183,743,926,294,112,40,2313,,14.9,.574,5.4,3.9,9.3,.095,0.0,-0.9,-0.8,1.4
2221,Ken Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.3,0.0,0.0,0.9,2.3,0.1,0.4,0.3,1.8,2.0,0.0,0.1,0.8,2.0,16,0,15,37,.405,0,0,,15,37,.405,.405,2,6,.333,4,28,32,0,1,12,32,,6.1,.404,-0.2,0.2,0.0,-0.002,-7.2,0.3,-6.8,-0.2
2222,Keon Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,7.4,0.9,2.7,1.7,4.6,1.1,1.4,0.6,1.5,2.2,2.1,0.8,0.3,7.2,37,12,96,272,.353,34,100,.340,62,172,.360,.415,41,51,.804,24,57,81,76,28,12,267,,8.7,.453,-0.8,0.4,-0.5,-0.031,-4.0,-2.0,-5.9,-0.7
2223,Kevin Johnson,1,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,6.1,12.5,0.2,0.7,5.9,11.7,5.4,6.4,0.7,2.6,3.3,9.1,1.5,0.2,17.9,735,623,4512,9160,.493,160,524,.305,4352,8636,.504,.501,3943,4691,.841,487,1917,2404,6711,1082,176,13127,13,20.7,.585,70.4,22.3,92.8,.178,3.9,0.0,3.9,37.3
2224,Larry Johnson,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,6.2,12.9,0.5,1.6,5.7,11.3,3.2,4.2,2.5,5.0,7.5,3.3,0.7,0.4,16.2,707,699,4401,9086,.484,367,1104,.332,4034,7982,.505,.505,2281,2978,.766,1794,3506,5300,2298,515,258,11450,5,16.3,.551,44.1,25.7,69.7,.130,1.7,-0.3,1.4,22.0
2225,Lee Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.1,0.0,0.0,0.6,2.1,0.3,0.4,0.5,1.3,1.8,0.1,0.0,0.4,1.4,12,,7,25,.280,0,0,,7,25,.280,.280,3,5,.600,6,16,22,1,0,5,17,,0.8,.313,-0.3,0.1,-0.2,-0.095,-5.8,-0.6,-6.4,-0.2
2226,Linton Johnson,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3.8,0.2,0.7,1.4,3.1,0.5,0.7,1.1,2.2,3.3,0.4,0.6,0.4,3.9,151,27,239,574,.416,32,105,.305,207,469,.441,.444,72,103,.699,159,334,493,65,84,63,582,,10.9,.470,-0.2,2.9,2.6,.059,-3.2,0.6,-2.6,-0.3
2227,Magic Johnson,1,1,3,3,5,10,0,0,12,0,0,4,2,0,0,0,0,6.9,13.2,0.4,1.2,6.5,12.0,5.5,6.5,1.8,5.5,7.2,11.2,1.9,0.4,19.5,906,763,6211,11951,.520,325,1074,.303,5886,10877,.541,.533,4960,5850,.848,1601,4958,6559,10141,1724,374,17707,138,24.1,.610,110.6,45.2,155.8,.225,5.9,1.6,7.5,80.0
2228,Marques Johnson,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,8.3,16.0,0.0,0.2,8.3,15.9,3.5,4.7,2.6,4.3,7.0,3.6,1.3,0.8,20.1,691,359,5733,11065,.518,14,92,.152,5719,10973,.521,.519,2412,3265,.739,1829,2988,4817,2502,888,525,13892,4,20.1,.556,53.0,26.8,79.8,.162,3.3,0.0,3.3,31.7
2229,Mickey Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,11.7,0.1,0.3,5.2,11.5,3.6,4.5,2.4,4.7,7.2,3.0,1.1,0.7,14.1,904,125,4733,10544,.449,29,176,.165,4704,10368,.454,.450,3253,4066,.800,2201,4264,6465,2677,1025,632,12748,8,16.9,.517,25.3,33.3,58.6,.113,0.5,0.4,0.8,17.7
2230,Neil Johnson,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.7,5.7,0.0,0.0,2.7,5.7,1.5,2.2,3.0,4.4,5.3,1.7,,,6.9,380,,1036,2165,.479,1,6,.167,1035,2159,.479,.479,560,832,.673,533,785,2003,632,,,2633,,14.0,.520,6.5,6.1,12.6,.095,,,,
2231,Nick Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.7,0.2,0.8,0.8,1.9,0.6,0.9,0.5,0.9,1.4,0.4,0.3,0.1,2.6,28,0,26,75,.347,5,21,.238,21,54,.389,.380,17,25,.680,13,26,39,11,7,3,74,,4.8,.430,-0.4,0.2,-0.1,-0.020,-5.6,-0.9,-6.5,-0.3
2232,Ollie Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,6.5,0.0,0.1,3.2,6.5,1.3,1.5,1.0,2.1,3.3,1.8,0.7,0.4,7.7,690,0,2235,4505,.496,3,20,.150,2232,4485,.498,.496,868,1049,.827,599,1264,2280,1212,455,224,5341,,12.8,.538,16.9,10.1,27.0,.089,-0.5,0.0,-0.4,5.0
2233,Omari Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5.3,1.0,3.0,1.3,2.3,0.0,0.0,1.0,1.8,2.8,1.8,0.5,0.0,5.5,4,0,9,21,.429,4,12,.333,5,9,.556,.524,0,0,,4,7,11,7,2,0,22,,10.5,.524,0.1,0.0,0.1,.053,-1.8,-2.7,-4.5,0.0
2234,Orlando Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.2,0.5,1.5,0.7,1.7,0.5,0.6,0.3,1.4,1.7,0.7,0.2,0.1,3.2,103,1,117,327,.358,47,151,.311,70,176,.398,.430,48,66,.727,33,147,180,69,20,14,329,,8.5,.462,-0.2,1.6,1.4,.059,-2.5,0.1,-2.4,-0.1
2235,Ralph Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,10.4,,,,,1.6,2.1,,,3.6,2.8,,,8.4,204,,692,2117,.327,,,,,,,,321,434,.740,,,498,569,,,1705,,8.8,.369,-3.3,8.6,5.3,.034,,,,
2236,Reggie Johnson,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.9,0.0,0.0,3.5,6.9,1.4,2.0,1.4,2.6,4.1,0.9,0.4,0.6,8.4,305,60,1065,2109,.505,1,7,.143,1064,2102,.506,.505,433,605,.716,432,806,1238,262,128,169,2564,,12.5,.540,5.3,5.7,11.0,.088,-1.7,-0.6,-2.4,-0.5
2237,Rich Johnson,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.7,0.0,0.0,2.2,4.7,0.7,1.1,1.2,2.8,3.1,0.4,,,5.0,135,,292,633,.461,0,0,,292,633,.461,.461,93,147,.633,46,106,417,58,,,677,,11.2,.485,0.5,1.6,2.2,.064,,,,
2238,Ron Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,3.1,,,,,0.8,1.2,,,2.1,0.1,,,2.6,14,,13,43,.302,,,,,,,,11,17,.647,,,29,2,,,37,,7.5,.366,-0.2,0.1,-0.1,-0.054,,,,
2239,Stanley Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.0,0.8,2.6,1.5,3.4,0.9,1.2,0.6,2.6,3.1,1.5,0.9,0.2,6.3,419,104,963,2508,.384,322,1074,.300,641,1434,.447,.448,384,509,.754,231,1078,1309,612,367,100,2632,,8.9,.482,-3.8,10.0,6.2,.035,-3.7,0.8,-2.8,-1.7
2240,Steffond Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.2,0.0,0.1,0.9,2.1,0.7,1.3,0.5,1.0,1.5,0.2,0.3,0.1,2.6,29,0,27,64,.422,0,3,.000,27,61,.443,.422,20,38,.526,15,28,43,5,9,2,74,,4.7,.458,-0.3,0.1,-0.2,-0.037,-8.3,-1.5,-9.8,-0.5
2241,Steve Johnson,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5,7.9,0.0,0.0,4.5,7.9,2.7,4.2,1.9,3.6,5.5,1.2,0.5,0.8,11.7,626,327,2841,4965,.572,0,4,.000,2841,4961,.573,.572,1663,2622,.634,1193,2257,3450,777,290,530,7345,,15.3,.600,12.2,14.6,26.9,.095,-1.5,-0.2,-1.7,1.1
2242,Stew Johnson,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7.1,16.8,0.4,1.3,6.7,15.4,1.7,2.2,2.1,4.6,6.6,1.5,1.0,0.2,16.3,647,,4586,10854,.423,269,872,.308,4317,9982,.432,.435,1097,1393,.788,1211,2637,4263,984,176,40,10538,,15.0,.459,-3.5,15.2,11.8,.029,-0.1,-1.7,-1.8,0.1
2243,Trey Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.3,0.0,0.1,0.8,2.1,0.8,0.8,0.2,0.7,0.9,0.7,0.1,0.0,2.6,23,0,20,52,.385,1,3,.333,19,49,.388,.394,18,19,.947,5,15,20,15,2,1,59,,8.1,.489,0.0,0.1,0.0,.012,-4.8,-1.7,-6.5,-0.2
2244,Tyler Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,8.3,1.2,3.4,2.3,4.8,1.5,2.0,0.5,2.5,3.0,2.3,0.8,0.4,9.8,354,78,1246,2924,.426,438,1217,.360,808,1707,.473,.501,539,692,.779,187,882,1069,813,288,140,3469,,13.0,.537,7.7,8.8,16.5,.091,-0.7,0.4,-0.3,3.6
2245,Vinnie Johnson,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,10.7,0.1,0.3,4.9,10.4,2.0,2.7,1.5,1.7,3.2,3.3,0.9,0.3,12.0,984,187,4882,10515,.464,83,327,.254,4799,10188,.471,.468,1978,2673,.740,1451,1658,3109,3212,852,253,11825,,15.2,.506,27.2,23.5,50.8,.100,0.7,0.0,0.7,16.4
2246,Wesley Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,6.6,1.0,3.0,1.7,3.6,0.6,0.8,0.6,2.6,3.2,1.1,0.8,0.7,7.0,609,334,1629,4028,.404,614,1823,.337,1015,2205,.460,.481,363,490,.741,337,1587,1924,645,468,402,4235,,10.0,.499,0.3,10.4,10.7,.038,-1.9,0.3,-1.6,1.2
2247,Darius Johnson-Odom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6,0.0,0.6,0.0,1.0,0.0,0.3,0.1,0.7,0.9,0.3,0.1,0.0,0.0,7,0,0,11,.000,0,4,.000,0,7,.000,.000,0,2,.000,1,5,6,2,1,0,0,,-18.4,.000,-0.3,0.0,-0.3,-0.597,-20.7,-4.9,-25.5,-0.1
2248,Nate Johnston,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.3,0.0,0.2,0.8,2.1,0.4,0.6,0.6,0.5,1.1,0.0,0.1,0.4,2.2,21,0,18,48,.375,1,4,.250,17,44,.386,.385,9,13,.692,13,10,23,1,3,8,46,,14.1,.428,-0.1,0.2,0.1,.050,-3.5,-1.0,-4.5,-0.1
2249,Neil Johnston,1,1,0,0,1,5,0,0,6,3,1,0,0,0,0,0,0,6.4,14.4,,,,,6.6,8.6,,,11.3,2.5,,,19.4,516,,3303,7435,.444,,,,,,,,3417,4447,.768,,,5856,1269,,,10023,1,24.9,.534,73.9,18.1,92.0,.241,,,,
2250,Jim Johnstone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.3,0.0,0.0,0.5,1.3,0.4,0.9,0.7,1.3,2.0,0.5,0.1,0.3,1.3,23,0,11,30,.367,0,0,,11,30,.367,.367,9,20,.450,15,31,46,11,3,7,31,,4.5,.399,-0.2,0.2,-0.1,-0.020,-4.4,0.0,-4.4,-0.2
2251,Nikola Jokić,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,7.6,13.9,1.0,2.9,6.5,11.0,3.5,4.3,2.6,7.7,10.4,6.2,1.2,0.7,19.7,527,486,3982,7345,.542,536,1553,.345,3446,5792,.595,.579,1864,2246,.830,1393,4063,5456,3281,627,376,10364,76,27.1,.622,57.2,22.4,79.6,.239,6.4,2.5,8.9,44.0
2252,Howie Jolliff,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.3,,,,,0.4,0.8,,,4.2,0.8,,,2.8,138,,165,449,.367,,,,,,,,58,110,.527,,,586,112,,,388,,7.9,.390,-1.3,2.1,0.8,.022,,,,
2253,Alvin Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.9,0.0,0.0,0.3,0.9,0.4,0.9,0.6,1.0,1.6,0.1,0.1,0.4,1.1,23,2,8,20,.400,0,0,,8,20,.400,.400,10,20,.500,13,23,36,3,3,9,26,,6.2,.451,-0.2,0.3,0.1,.034,-9.5,0.9,-8.7,-0.2
2254,Anthony Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.6,0.1,0.3,1.3,3.3,0.7,0.9,0.5,0.8,1.3,0.7,0.5,0.2,3.6,164,4,234,595,.393,15,49,.306,219,546,.401,.406,111,150,.740,87,127,214,119,85,38,594,,9.8,.449,-0.8,1.6,0.8,.022,-3.0,0.2,-2.8,-0.3
2255,Askia Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4.0,0.2,1.1,1.2,2.9,1.2,1.5,0.5,0.5,1.0,1.5,0.5,0.0,4.1,11,0,15,44,.341,2,12,.167,13,32,.406,.364,13,16,.813,6,5,11,16,6,0,45,,8.3,.441,-0.1,0.0,-0.1,-0.021,-4.3,-2.1,-6.4,-0.2
2256,Bill Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.8,0.0,0.0,1.4,2.7,0.8,1.2,0.5,0.7,1.3,0.5,0.5,0.2,3.5,37,0,50,102,.490,0,1,.000,50,101,.495,.490,29,43,.674,20,27,47,20,17,6,129,,13.9,.533,0.3,0.3,0.6,.089,-1.4,0.4,-0.9,0.1
2257,Bobby Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2.6,0.2,0.7,0.9,1.9,0.7,1.0,0.6,1.1,1.6,0.5,0.3,0.0,3.2,91,7,103,233,.442,19,62,.306,84,171,.491,.483,63,92,.685,51,98,149,44,26,4,288,,9.7,.527,0.4,0.7,1.1,.060,-3.7,-0.5,-4.1,-0.5
2258,Caldwell Jones,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3.1,6.6,0.0,0.1,3.1,6.6,1.6,2.1,2.2,6.0,8.2,1.4,0.5,1.8,7.9,1299,771,4090,8626,.474,7,57,.123,4083,8569,.476,.475,2054,2716,.756,2921,7764,10685,1800,685,2297,10241,,12.1,.521,14.6,51.5,66.2,.091,-1.9,1.1,-0.8,10.6
2259,Carlik Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.8,0.0,0.2,0.2,1.6,0.4,0.4,0.2,0.4,0.6,1.0,0.2,0.0,0.8,5,0,1,9,.111,0,1,.000,1,8,.125,.111,2,2,1.000,1,2,3,5,1,0,4,,-1.8,.202,-0.2,0.0,-0.1,-0.285,-11.3,-4.2,-15.5,-0.1
2260,Charles Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.8,0.7,2.1,0.6,1.7,0.3,0.5,0.3,0.9,1.2,1.6,0.6,0.1,3.5,85,5,105,324,.324,58,179,.324,47,145,.324,.414,28,45,.622,26,78,104,135,48,10,296,,9.4,.430,-0.4,0.4,0.0,-0.001,-2.6,-1.3,-3.8,-0.5
2261,Collis Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,7.1,0.0,0.1,3.2,7.0,1.7,2.4,2.2,2.5,4.7,1.1,0.9,0.3,8.1,298,,955,2105,.454,6,28,.214,949,2077,.457,.455,510,727,.702,660,749,1409,338,126,46,2426,,13.6,.500,4.7,6.0,10.7,.082,-0.6,0.1,-0.6,0.9
2262,Dahntay Jones,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.9,4.4,0.2,0.5,1.8,3.9,1.3,1.8,0.4,1.3,1.7,0.8,0.4,0.2,5.4,624,157,1203,2739,.439,107,325,.329,1096,2414,.454,.459,840,1118,.751,252,830,1082,529,261,144,3353,,9.5,.519,2.4,7.5,9.9,.048,-3.4,-0.3,-3.7,-4.1
2263,Damian Jones,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.2,3.3,0.1,0.2,2.1,3.1,1.1,1.6,1.2,2.3,3.4,0.8,0.4,0.7,5.6,199,74,438,659,.665,13,43,.302,425,616,.690,.675,228,325,.702,230,455,685,163,77,148,1117,,15.7,.696,6.5,2.7,9.3,.146,-1.4,0.5,-0.9,0.8
2264,Damon Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5.7,1.4,3.7,0.9,2.0,0.5,0.7,0.2,1.5,1.6,2.7,0.4,0.0,6.6,657,114,1517,3730,.407,941,2414,.390,576,1316,.438,.533,351,483,.727,115,959,1074,1806,257,20,4326,,12.4,.549,20.0,8.0,28.0,.100,0.9,-0.9,0.1,7.1
2265,DeQuan Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.5,0.1,0.6,1.4,2.9,0.5,0.8,0.3,1.4,1.7,0.3,0.3,0.3,3.7,63,17,95,218,.436,9,35,.257,86,183,.470,.456,34,51,.667,17,88,105,16,19,22,233,,8.4,.485,-0.3,0.4,0.1,.007,-3.8,-0.8,-4.5,-0.5
2266,Derrick Jones Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.8,0.5,1.6,2.0,3.2,1.2,1.7,1.3,2.2,3.4,0.7,0.7,0.7,6.5,280,97,685,1346,.509,134,449,.298,551,897,.614,.559,329,471,.699,359,605,964,197,184,193,1833,,13.2,.590,8.0,5.5,13.5,.117,-1.3,0.5,-0.8,1.7
2267,Dominique Jones,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.8,0.0,0.3,1.0,2.6,1.0,1.3,0.4,1.0,1.4,1.8,0.4,0.1,3.1,80,4,83,227,.366,2,21,.095,81,206,.393,.370,78,107,.729,33,81,114,144,29,10,246,,11.9,.449,-0.5,0.8,0.3,.017,-2.3,-0.1,-2.4,-0.1
2268,Dontae' Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.8,0.4,1.5,0.9,2.3,0.0,0.0,0.2,0.4,0.6,0.3,0.1,0.2,2.9,15,0,19,57,.333,6,23,.261,13,34,.382,.386,0,0,,3,6,9,5,2,3,44,,3.8,.386,-0.4,0.0,-0.3,-0.175,-6.5,-4.3,-10.9,-0.2
