,Player,Eligible,Hall_of_Fame,MVP,Finals_MVP,NBA_Champ,All_NBA,All_Defensive,Def_POY,All_Star,Scoring_Champ,TRB_Champ,AST_Champ,STL_Champ,BLK_Champ,All_ABA,ABA_Champ,ROY,FG_per_game,FGA_per_game,3P_per_game,3PA_per_game,2P_per_game,2PA_per_game,FT_per_game,FTA_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,PTS_per_game,G_totals,GS_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,PTS_totals,Trp_Dbl_totals,PER_advanced,TS%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced
4134,Steve Smith,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.9,11.1,1.2,3.4,3.7,7.7,3.3,3.8,1.2,2.1,3.2,3.1,0.8,0.3,14.3,942,717,4609,10485,.440,1148,3208,.358,3461,7277,.476,.494,3064,3625,.845,1112,1948,3060,2922,726,275,13430,1,16.1,.556,61.2,22.5,83.7,.139,2.0,-0.6,1.4,24.6
4135,Steven Smith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.3,1.0,0.1,0.3,0.1,0.6,0.8,0.0,0.1,0.0,0.6,8,0,2,8,.250,0,0,,2,8,.250,.250,1,2,.500,1,5,6,0,1,0,5,,-1.8,.282,-0.1,0.0,-0.1,-0.154,-11.3,-3.6,-14.9,-0.1
4136,Stevin Smith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.3,0.1,0.8,0.6,1.5,0.1,0.1,0.3,1.0,1.3,0.5,0.1,0.0,1.8,8,0,6,18,.333,1,6,.167,5,12,.417,.361,1,1,1.000,2,8,10,4,1,0,14,,3.3,.380,-0.1,0.0,-0.1,-0.072,-7.8,-1.7,-9.5,-0.1
4137,Theron Smith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.4,0.2,0.5,1.0,2.9,0.4,0.5,1.0,2.0,3.0,0.7,0.2,0.2,2.8,53,5,60,179,.335,9,24,.375,51,155,.329,.360,20,24,.833,52,105,157,35,11,9,149,,6.0,.393,-0.9,0.5,-0.4,-0.025,-5.0,-1.4,-6.4,-0.8
4138,Tony Smith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.2,0.3,0.9,2.0,4.3,0.8,1.1,0.7,0.9,1.6,1.9,0.7,0.2,5.5,457,87,1017,2362,.431,120,391,.307,897,1971,.455,.456,350,507,.690,324,411,735,881,319,79,2504,,11.4,.484,1.8,4.9,6.7,.044,-1.7,-0.3,-2.0,0.0
4139,William Smith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,6.3,,,,,1.4,2.4,,,4.8,0.7,,,6.8,30,,81,188,.431,,,,,,,,43,72,.597,,,143,20,,,205,,11.2,.467,0.0,0.1,0.1,.014,,,,
4140,Willie Smith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4.6,0.3,1.1,1.6,3.7,0.7,0.9,0.8,0.9,1.7,3.6,1.1,0.0,4.6,78,,144,360,.400,17,71,.239,127,289,.439,.424,52,69,.754,63,71,134,277,85,2,357,,12.3,.457,0.1,1.2,1.3,.052,-0.9,0.7,-0.2,0.6
4141,Zhaire Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.5,0.5,1.5,0.8,2.0,0.6,0.9,0.2,0.9,1.2,0.9,0.4,0.2,3.7,13,2,17,45,.378,6,19,.316,11,26,.423,.444,8,12,.667,3,12,15,12,5,2,48,,7.6,.477,-0.1,0.1,0.0,.011,-4.4,-1.6,-6.1,-0.1
4142,Rik Smits,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,12.1,0.0,0.0,6.1,12.0,2.6,3.4,1.8,4.3,6.1,1.4,0.4,1.3,14.8,867,792,5301,10461,.507,3,26,.115,5298,10435,.508,.507,2266,2932,.773,1531,3746,5277,1215,372,1111,12871,,17.9,.548,30.1,26.5,56.6,.118,0.0,-0.2,-0.2,10.4
4143,Mike Smrek,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2.5,0.0,0.0,1.1,2.5,0.7,1.1,0.8,1.4,2.2,0.3,0.2,0.8,2.9,194,31,211,489,.431,0,2,.000,211,487,.433,.431,132,214,.617,146,276,422,49,37,150,554,,7.4,.475,-1.4,2.1,0.7,.018,-6.4,0.3,-6.1,-1.9
4144,Joe Smyth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.5,,,,,0.9,1.6,,,2.5,1.2,,,3.3,40,,48,138,.348,,,,,,,,35,65,.538,,,98,49,,,131,,12.0,.393,-0.1,0.2,0.1,.006,,,,
4145,Xavier Sneed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.1,0.1,0.9,0.1,0.2,0.0,0.0,0.2,0.4,0.7,0.1,0.0,0.0,0.6,9,0,2,10,.200,1,8,.125,1,2,.500,.250,0,0,,2,4,6,1,0,0,5,,0.4,.250,-0.1,0.0,0.0,-0.056,-6.9,-3.7,-10.6,-0.1
4146,Tony Snell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.2,1.2,3.1,1.0,2.1,0.5,0.5,0.3,2.0,2.3,1.1,0.4,0.2,6.1,601,310,1335,3097,.431,728,1848,.394,607,1249,.486,.549,274,324,.846,172,1199,1371,669,266,138,3672,,8.9,.567,9.8,8.8,18.5,.068,-1.7,-0.4,-2.0,-0.1
4147,Eric Snow,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,6.0,0.1,0.3,2.5,5.7,1.7,2.2,0.5,2.0,2.5,5.0,1.2,0.1,6.8,846,551,2144,5054,.424,55,265,.208,2089,4789,.436,.430,1448,1897,.763,419,1722,2141,4245,975,105,5791,1,12.2,.492,18.0,25.4,43.4,.090,-1.7,0.8,-1.0,5.9
4148,Dick Snyder,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1,10.4,,,,,2.0,2.5,0.6,1.7,2.8,2.9,0.7,0.4,12.2,964,,4890,10019,.488,,,,,,,,1975,2398,.824,248,740,2732,2767,300,157,11755,,14.1,.531,43.7,14.6,58.3,.109,0.1,-0.1,0.1,5.4
4149,Kirk Snyder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5.3,0.4,1.3,1.9,4.0,1.2,1.8,0.7,1.6,2.3,1.1,0.4,0.3,6.3,211,71,489,1116,.438,92,281,.327,397,835,.475,.479,263,376,.699,152,339,491,241,86,69,1333,,12.4,.520,1.8,2.7,4.5,.061,-0.7,-0.6,-1.2,0.7
4150,Chips Sobek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.2,,,,,2.6,3.4,,,,1.6,,,5.8,60,,95,251,.378,,,,,,,,156,205,.761,,,,95,,,346,,,.507,3.4,-0.2,3.1,,,,,
4151,Ricky Sobers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,11.3,0.3,0.9,5.0,10.7,2.8,3.3,0.8,1.8,2.6,4.3,1.3,0.2,13.3,821,138,4250,9262,.459,130,447,.291,4120,8815,.467,.466,2272,2695,.843,672,1460,2132,3525,1085,161,10902,1,13.9,.522,11.9,20.1,32.0,.067,-0.9,-0.4,-1.3,4.1
4152,Ron Sobie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,7.8,,,,,2.6,3.2,,,4.1,1.8,,,8.4,192,,564,1489,.379,,,,,,,,491,608,.808,,,791,353,,,1619,,14.1,.461,4.7,2.4,7.2,.089,,,,
4153,Mike Sojourner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,7.9,,,,,1.1,1.7,1.9,4.5,6.5,0.9,0.5,0.6,8.7,191,,721,1502,.480,,,,,,,,216,322,.671,371,866,1237,172,88,106,1658,,13.7,.504,4.5,3.7,8.2,.092,-0.2,-0.8,-1.0,1.1
4154,Willie Sojourner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,5.2,0.0,0.0,2.5,5.2,1.0,1.5,1.7,3.2,4.8,0.7,0.2,0.9,6.0,309,,778,1601,.486,1,6,.167,777,1595,.487,.486,311,455,.684,510,978,1488,227,40,152,1868,,13.7,.519,3.6,7.1,10.8,.110,-2.8,0.9,-1.8,0.1
4155,Will Solomon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,5.0,0.6,2.2,1.3,2.9,0.6,0.9,0.2,0.9,1.1,2.0,0.5,0.1,5.1,115,13,218,576,.378,74,248,.298,144,328,.439,.443,74,107,.692,24,108,132,225,62,11,584,,10.5,.469,-0.8,0.8,0.0,.000,-2.2,-1.1,-3.3,-0.5
4156,Willie Somerset,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7,18.1,0.5,1.8,7.2,16.4,6.0,7.4,1.9,2.6,4.6,3.6,,,21.9,143,,1104,2595,.425,69,246,.280,1035,2349,.441,.439,852,1054,.808,141,191,652,514,,,3129,,18.0,.511,10.0,4.8,14.8,.128,,,,
4157,Darius Songaila,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,5.9,0.0,0.0,2.9,5.8,1.0,1.2,1.1,2.3,3.4,1.2,0.7,0.2,6.9,495,79,1449,2904,.499,3,19,.158,1446,2885,.501,.499,514,609,.844,553,1136,1689,589,324,106,3415,,13.3,.538,8.6,7.3,15.9,.083,-1.9,-0.2,-2.1,-0.2
4158,Dave Sorenson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,7.3,,,,,1.7,2.1,,,4.7,1.3,,,8.1,213,,690,1562,.442,,,,,,,,354,455,.778,,,997,280,,,1734,,14.5,.492,3.0,2.4,5.4,.067,,,,
4159,James Southerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.8,0.8,1.5,0.5,2.3,0.3,0.5,0.0,2.0,2.0,0.0,0.3,0.5,3.5,4,0,5,15,.333,3,6,.500,2,9,.222,.433,1,2,.500,0,8,8,0,1,2,14,,11.8,.441,-0.1,0.0,0.0,-0.023,-2.3,-0.4,-2.7,0.0
4160,Gino Sovran,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5,,,,,0.2,0.3,,,,0.2,,,1.8,6,,5,15,.333,,,,,,,,1,2,.500,,,,1,,,11,,,.346,0.1,0.0,0.1,,,,,
4161,Pape Sow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.5,0.0,0.0,1.0,2.5,0.8,1.2,1.0,1.8,2.8,0.2,0.4,0.3,2.9,76,29,79,190,.416,0,0,,79,190,.416,.416,61,90,.678,78,136,214,12,34,24,219,,9.3,.477,0.1,0.7,0.8,.044,-4.9,-0.8,-5.7,-0.8
4162,Ken Spain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.0,0.0,0.0,0.7,2.0,0.7,1.5,1.0,2.6,3.6,0.2,,,2.2,11,,8,22,.364,0,0,,8,22,.364,.364,8,17,.471,11,29,40,2,,,24,,5.2,.407,-0.1,0.1,0.0,.000,,,,
4163,Ray Spalding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3.2,0.0,0.3,1.7,2.9,0.3,0.9,1.1,2.2,3.3,0.3,0.6,0.6,3.6,16,3,27,51,.529,0,4,.000,27,47,.574,.529,4,14,.286,17,35,52,5,9,10,58,,13.1,.507,-0.1,0.2,0.1,.024,-5.2,-1.0,-6.2,-0.2
4164,Jim Spanarkel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,6.9,0.0,0.2,3.2,6.7,3.1,3.6,1.2,1.4,2.5,2.2,1.0,0.1,9.7,259,5,844,1796,.470,12,48,.250,832,1748,.476,.473,805,941,.855,300,352,652,572,248,38,2505,,16.0,.567,9.4,2.9,12.3,.112,0.9,-0.2,0.7,3.7
4165,Vassilis Spanoulis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.3,0.2,0.9,0.6,1.4,1.1,1.4,0.2,0.5,0.7,0.9,0.2,0.0,2.7,31,0,23,72,.319,5,29,.172,18,43,.419,.354,34,42,.810,5,17,22,28,7,1,85,,5.4,.470,-0.4,0.4,-0.1,-0.010,-6.0,0.1,-5.9,-0.3
4166,Daniel Sparks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,6.2,0.0,0.0,2.4,6.2,1.8,2.6,2.2,2.3,4.5,0.7,,,6.5,67,,160,414,.386,0,0,,160,414,.386,.386,118,171,.690,147,156,303,45,,,438,,10.4,.448,-0.4,1.1,0.7,.029,,,,
4167,Guy Sparrow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,8.6,,,,,1.6,2.7,,,4.9,0.9,,,7.8,150,,461,1289,.358,,,,,,,,245,403,.608,,,728,142,,,1167,,11.0,.398,-1.7,1.8,0.1,.003,,,,
4168,Rory Sparrow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,8.4,0.1,0.5,3.8,7.9,1.1,1.4,0.5,1.6,2.1,5.0,1.0,0.1,9.0,836,562,3264,7008,.466,101,389,.260,3163,6619,.478,.473,928,1164,.797,441,1314,1755,4192,828,103,7557,1,12.0,.502,10.3,18.0,28.3,.060,-1.1,-0.3,-1.5,3.0
4169,Odie Spears,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,8.5,,,,,2.5,3.2,,,4.0,1.9,,,8.7,479,,1488,4066,.366,,,,,,,,1185,1554,.763,,,1409,917,,,4161,,13.8,.438,13.6,14.3,27.8,.113,,,,
4170,Art Spector,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,6.8,,,,,1.2,2.1,,,,0.8,,,5.0,169,,322,1149,.280,,,,,,,,208,362,.575,,,,143,,,852,,,.326,0.3,2.6,2.9,,,,,
4171,Marreese Speights,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1,6.7,0.3,0.9,2.8,5.8,1.4,1.8,1.3,2.7,4.1,0.7,0.3,0.5,7.9,705,78,2181,4750,.459,232,651,.356,1949,4099,.475,.484,998,1252,.797,947,1928,2875,461,189,356,5592,,16.7,.527,12.2,13.5,25.8,.116,-1.2,-1.1,-2.2,-0.6
4172,Omari Spellman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.7,0.9,2.5,1.5,3.2,1.1,1.4,1.6,2.8,4.3,1.0,0.6,0.5,6.8,95,14,225,539,.417,87,238,.366,138,301,.458,.498,105,137,.766,149,264,413,94,59,49,642,,13.4,.536,1.1,1.3,2.4,.068,-0.6,-0.8,-1.5,0.2
4173,Andre Spencer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.9,0.0,0.0,2.6,5.8,2.0,2.7,1.4,1.8,3.2,1.0,0.8,0.3,7.2,48,2,125,281,.445,0,2,.000,125,279,.448,.445,96,131,.733,68,86,154,46,36,14,346,,14.1,.511,0.7,0.7,1.4,.088,-1.2,0.1,-1.1,0.2
4174,Elmore Spencer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4.8,0.0,0.0,2.5,4.8,0.9,1.6,0.8,2.7,3.5,0.7,0.3,1.1,5.9,157,75,389,754,.516,0,3,.000,389,751,.518,.516,145,250,.580,127,428,555,109,53,170,923,,9.9,.534,-2.5,2.5,0.0,.001,-4.8,0.2,-4.6,-1.7
4175,Felton Spencer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,3.9,0.0,0.0,1.9,3.9,1.5,2.3,2.1,3.3,5.4,0.3,0.4,0.8,5.2,640,404,1194,2466,.484,0,1,.000,1194,2465,.484,.484,966,1469,.658,1313,2123,3436,213,248,534,3354,,10.8,.539,7.4,13.5,20.9,.081,-3.8,-0.5,-4.3,-7.0
4176,Lou Spicer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,,,,,0.3,0.5,,,,0.0,,,0.3,4,,0,7,.000,,,,,,,,1,2,.500,,,,0,,,1,,,.063,-0.2,0.0,-0.2,,,,,
4177,Craig Spitzer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.1,,,,,0.2,0.3,,,2.4,0.0,,,1.8,10,,8,21,.381,,,,,,,,2,3,.667,,,24,0,,,18,,14.6,.403,-0.1,0.1,0.0,-0.007,,,,
4178,Tiago Splitter,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.4,0.0,0.0,3.0,5.4,1.9,2.7,1.6,3.4,5.0,1.2,0.6,0.6,7.9,355,153,1073,1932,.555,2,14,.143,1071,1918,.558,.556,668,958,.697,576,1203,1779,423,198,209,2816,,17.9,.598,14.4,10.9,25.3,.178,0.1,1.0,1.1,5.4
4179,Art Spoelstra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,7.0,,,,,1.7,2.5,,,4.6,1.0,,,7.2,278,,763,1953,.391,,,,,,,,486,701,.693,,,1273,266,,,2012,,12.0,.445,3.5,5.1,8.6,.079,,,,
4180,Bruce Spraggins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,9.8,0.0,0.1,4.3,9.7,3.4,4.8,,,4.7,0.9,,,12.2,70,,306,686,.446,2,5,.400,304,681,.446,.448,238,336,.708,,,329,66,,,852,,18.0,.511,3.0,1.3,4.3,.131,,,,
4181,Latrell Sprewell,1,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,6.7,15.7,1.2,3.6,5.4,12.1,3.8,4.7,0.8,3.2,4.1,4.0,1.4,0.4,18.3,913,868,6076,14294,.425,1104,3272,.337,4972,11022,.451,.464,3456,4298,.804,770,2954,3724,3664,1294,399,16712,2,15.1,.516,28.4,27.9,56.3,.077,0.7,-0.4,0.4,21.0
4182,Larry Spriggs,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.9,0.0,0.0,2.0,3.9,1.1,1.5,0.7,1.5,2.3,1.3,0.5,0.2,5.2,169,39,341,659,.517,0,6,.000,341,653,.522,.517,191,254,.752,125,259,384,218,80,28,873,,11.3,.566,1.0,2.3,3.4,.074,-2.3,-0.1,-2.5,-0.2
4183,Jaden Springer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,2,0,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,0,0,2,2,,26.4,1.000,0.0,0.0,0.0,.138,8.3,8.7,17.1,0.0
4184,Jim Springer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,0.5,0.5,,,,0.0,,,0.5,2,,0,0,,,,,,,,,1,1,1.000,,,,0,,,1,,,1.136,0.0,0.0,0.0,,,,,
4185,Jim Spruill,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,,,,,0.0,0.0,,,,0.0,,,2.0,1,,1,3,.333,,,,,,,,0,0,,,,,0,,,2,,,.333,0.0,0.0,0.0,,,,,
4186,Ryan Stack,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.0,0.0,0.0,0.7,2.0,0.9,1.1,0.8,1.0,1.8,0.2,0.1,0.5,2.3,43,0,31,88,.352,0,1,.000,31,87,.356,.352,37,47,.787,34,45,79,10,6,22,99,,7.2,.455,-0.2,0.4,0.2,.028,-6.2,-0.5,-6.7,-0.5
4187,Jerry Stackhouse,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5.6,13.6,1.0,3.3,4.5,10.3,4.8,5.8,1.0,2.2,3.2,3.3,0.9,0.5,16.9,970,564,5386,13182,.409,988,3202,.309,4398,9980,.441,.446,4649,5659,.822,926,2141,3067,3240,869,437,16409,1,16.5,.524,32.5,19.9,52.4,.083,1.6,-1.3,0.3,17.4
4188,Kevin Stacom,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.3,0.1,0.3,2.2,5.3,0.7,0.9,0.5,0.9,1.5,1.5,0.3,0.0,5.1,347,0,769,1844,.417,1,2,.500,768,1842,.417,.417,242,315,.768,190,321,511,524,111,15,1781,,10.6,.449,-0.2,3.3,3.1,.032,-1.8,-0.9,-2.7,-0.8
4189,Erv Staggs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,8.9,0.0,0.1,3.5,8.8,1.4,2.2,0.7,1.6,2.3,1.4,,,8.5,53,,189,474,.399,2,7,.286,187,467,.400,.401,73,114,.640,35,87,122,76,,,453,,6.7,.432,-0.9,0.7,-0.2,-0.011,,,,
4190,Bud Stallworth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,7.9,,,,,1.2,1.7,0.8,1.9,2.8,0.7,0.5,0.2,7.7,313,,1021,2466,.414,,,,,,,,361,526,.686,190,446,861,213,129,51,2403,,10.2,.445,-2.8,3.5,0.7,.006,-3.0,-1.2,-4.3,-2.4
4191,Dave Stallworth,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6,8.2,,,,,2.1,2.9,1.1,1.7,4.7,1.7,0.6,0.1,9.3,522,,1883,4296,.438,,,,,,,,1094,1495,.732,58,87,2453,872,31,7,4860,,14.4,.491,8.8,11.5,20.3,.093,-1.4,1.0,-0.4,0.2
4192,Ed Stanczak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.7,,,,,3.1,4.1,,,1.9,1.0,,,7.6,76,,171,506,.338,,,,,,,,239,315,.759,,,36,74,,,581,,,.451,3.2,3.2,6.4,,,,,
4193,Cassius Stanley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.7,0.2,0.9,0.8,1.8,0.5,0.6,0.4,0.8,1.2,0.2,0.2,0.1,2.7,33,1,32,89,.360,7,30,.233,25,59,.424,.399,17,19,.895,13,26,39,5,6,4,88,,7.1,.452,-0.2,0.2,0.0,-0.006,-5.7,-2.1,-7.9,-0.4
4194,Terence Stansbury,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.5,0.1,0.6,2.3,4.9,1.3,1.6,0.4,1.0,1.4,2.0,0.6,0.1,6.3,192,31,468,1055,.444,24,107,.224,444,948,.468,.455,240,308,.779,76,201,277,390,119,20,1200,,9.9,.504,-0.2,2.6,2.4,.038,-3.4,-0.1,-3.5,-1.2
4195,John Starks,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.6,11.1,1.4,4.1,3.2,6.9,2.0,2.6,0.5,2.0,2.5,3.6,1.1,0.1,12.5,866,420,3953,9590,.412,1222,3591,.340,2731,5999,.455,.476,1701,2211,.769,417,1712,2129,3085,951,106,10829,,14.0,.513,20.4,29.5,49.9,.102,0.3,0.4,0.8,16.5
4196,Keith Starr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.4,,,,,0.1,0.1,0.4,0.2,0.6,0.4,0.1,0.0,0.8,17,,6,24,.250,,,,,,,,2,2,1.000,6,4,10,6,1,0,14,,3.7,.281,-0.2,0.0,-0.2,-0.111,-5.3,-0.8,-6.1,-0.1
4197,Nik Stauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.8,1.2,3.3,1.1,2.5,1.0,1.3,0.2,1.8,2.0,1.5,0.4,0.2,6.7,343,63,770,1981,.389,400,1131,.354,370,850,.435,.490,350,431,.812,78,613,691,515,139,80,2290,,9.1,.527,1.1,2.8,3.9,.028,-1.9,-1.1,-3.0,-1.7
4198,Larry Staverman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.8,,,,,1.1,1.4,,,3.8,0.9,,,4.7,265,,474,1019,.465,,,,,,,,289,368,.785,,,1019,251,,,1237,,13.3,.524,5.8,1.1,6.9,.097,,,,
4199,Larry Steele,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.3,6.9,0.0,0.3,3.3,6.8,1.6,2.0,0.9,1.9,2.9,2.8,1.8,0.2,8.2,610,,2020,4180,.483,0,4,.000,2020,4176,.484,.483,969,1218,.796,428,917,1781,1719,846,96,5009,1,12.7,.531,14.9,13.3,28.2,.091,-1.3,1.5,0.2,6.7
4200,Matt Steigenga,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.5,1.5,1.0,0.5,0.5,1.5,2,0,1,4,.250,0,2,.000,1,2,.500,.250,1,2,.500,0,3,3,2,1,1,3,,7.0,.307,-0.1,0.0,0.0,-0.126,-10.7,2.2,-8.5,0.0
4201,Vladimir Stepania,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4.0,0.0,0.1,1.7,3.9,0.8,1.4,1.6,2.7,4.4,0.3,0.4,0.5,4.1,270,19,455,1071,.425,2,15,.133,453,1056,.429,.426,206,384,.536,444,736,1180,94,110,144,1118,,12.8,.451,-0.8,5.9,5.2,.067,-3.0,-0.3,-3.3,-1.2
4202,D.J. Stephens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.3,0.0,0.0,1.0,2.3,0.3,0.3,0.3,1.0,1.3,0.0,0.3,0.0,2.3,4,0,4,9,.444,0,0,,4,9,.444,.444,1,1,1.000,1,4,5,0,1,0,9,,12.7,.477,0.0,0.0,0.0,.008,-0.8,0.2,-0.6,0.0
4203,Everette Stephens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.0,0.1,0.3,0.6,1.7,0.5,0.6,0.3,0.3,0.6,1.0,0.2,0.1,1.9,38,0,25,75,.333,2,10,.200,23,65,.354,.347,19,24,.792,11,12,23,39,9,4,71,,7.4,.415,-0.5,0.1,-0.4,-0.083,-3.4,-1.3,-4.7,-0.1
4204,Jack Stephens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,8.9,,,,,3.4,5.0,,,5.2,2.9,,,10.3,72,,248,643,.386,,,,,,,,247,357,.692,,,377,207,,,743,,13.3,.464,2.3,2.5,4.8,.103,,,,
4205,Joe Stephens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.8,0.2,1.0,1.2,2.9,0.3,0.5,0.8,1.2,2.0,0.5,0.5,0.1,3.2,22,0,30,84,.357,4,21,.190,26,63,.413,.381,7,10,.700,18,27,45,12,12,3,71,,11.1,.402,-0.2,0.2,0.0,-0.004,-1.0,-0.7,-1.7,0.0
4206,Lance Stephenson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,7.7,0.7,2.1,2.7,5.5,1.1,1.5,0.6,3.4,4.1,2.9,0.6,0.1,8.6,554,200,1885,4240,.445,373,1189,.314,1512,3051,.496,.489,595,857,.694,344,1907,2251,1621,357,76,4738,5,12.2,.513,1.5,16.0,17.5,.066,-1.6,0.3,-1.3,2.3
